rowID,stamp,datetime,hum
5278000,1497830493, 2017/6/19 0:1:33,69.60
5278999,1497830494, 2017/6/19 0:1:34,69.60
5279998,1497830495, 2017/6/19 0:1:35,69.60
5280999,1497830496, 2017/6/19 0:1:36,69.60
5281999,1497830497, 2017/6/19 0:1:37,69.60
5282999,1497830498, 2017/6/19 0:1:38,69.60
5283999,1497830499, 2017/6/19 0:1:39,69.60
5284999,1497830500, 2017/6/19 0:1:40,69.60
5286000,1497830501, 2017/6/19 0:1:41,69.60
5286999,1497830502, 2017/6/19 0:1:42,69.60
5287999,1497830503, 2017/6/19 0:1:43,69.60
5288998,1497830504, 2017/6/19 0:1:44,69.60
5289999,1497830505, 2017/6/19 0:1:45,69.60
5290999,1497830506, 2017/6/19 0:1:46,69.60
5292000,1497830507, 2017/6/19 0:1:47,69.60
5292998,1497830508, 2017/6/19 0:1:48,69.40
5293999,1497830509, 2017/6/19 0:1:49,69.40
5294999,1497830510, 2017/6/19 0:1:50,69.30
5295998,1497830511, 2017/6/19 0:1:51,69.30
5297000,1497830512, 2017/6/19 0:1:52,69.30
5297999,1497830513, 2017/6/19 0:1:53,69.30
5299000,1497830514, 2017/6/19 0:1:54,69.40
5300000,1497830515, 2017/6/19 0:1:55,69.40
5300999,1497830516, 2017/6/19 0:1:56,69.40
5301999,1497830517, 2017/6/19 0:1:57,69.50
5303000,1497830518, 2017/6/19 0:1:58,69.50
5303999,1497830519, 2017/6/19 0:1:59,69.50
5304998,1497830520, 2017/6/19 0:2:0,69.50
5305999,1497830521, 2017/6/19 0:2:1,69.50
5306999,1497830522, 2017/6/19 0:2:2,69.50
5308000,1497830523, 2017/6/19 0:2:3,69.50
5308998,1497830524, 2017/6/19 0:2:4,69.50
5309999,1497830525, 2017/6/19 0:2:5,69.50
5310999,1497830526, 2017/6/19 0:2:6,69.50
5311998,1497830527, 2017/6/19 0:2:7,69.50
5312999,1497830528, 2017/6/19 0:2:8,69.50
5313998,1497830529, 2017/6/19 0:2:9,69.30
5314999,1497830530, 2017/6/19 0:2:10,69.30
5315998,1497830531, 2017/6/19 0:2:11,69.30
5316999,1497830532, 2017/6/19 0:2:12,69.30
5317998,1497830533, 2017/6/19 0:2:13,69.30
5318999,1497830534, 2017/6/19 0:2:14,69.30
5320000,1497830535, 2017/6/19 0:2:15,69.30
5320999,1497830536, 2017/6/19 0:2:16,69.30
5321999,1497830537, 2017/6/19 0:2:17,69.30
5322999,1497830538, 2017/6/19 0:2:18,69.30
5323999,1497830539, 2017/6/19 0:2:19,69.30
5324998,1497830540, 2017/6/19 0:2:20,69.30
5326000,1497830541, 2017/6/19 0:2:21,69.40
5327000,1497830542, 2017/6/19 0:2:22,69.40
5327998,1497830543, 2017/6/19 0:2:23,69.40
5328999,1497830544, 2017/6/19 0:2:24,69.40
5329999,1497830545, 2017/6/19 0:2:25,69.40
5330999,1497830546, 2017/6/19 0:2:26,69.40
5331998,1497830547, 2017/6/19 0:2:27,69.50
5332999,1497830548, 2017/6/19 0:2:28,69.50
5333998,1497830549, 2017/6/19 0:2:29,69.60
5334999,1497830550, 2017/6/19 0:2:30,69.60
5335999,1497830551, 2017/6/19 0:2:31,69.60
5336999,1497830552, 2017/6/19 0:2:32,69.60
5337999,1497830553, 2017/6/19 0:2:33,69.60
5338998,1497830554, 2017/6/19 0:2:34,69.60
5339999,1497830555, 2017/6/19 0:2:35,69.60
